school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;F;17;U;LE3;T;3;3;services;teacher;reputation;mother;2;2;1;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;3;4;12;12;11
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;4;16;17;18
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;no;yes;yes;no;yes;yes;no;4;3;4;2;2;4;2;12;13;14
GP;F;17;U;LE3;T;3;2;services;at_home;reputation;father;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;4;2;3;4;2;8;9;10
GP;F;17;U;GT3;T;3;3;teacher;services;course;father;2;3;0;yes;yes;yes;yes;no;yes;yes;yes;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;A;2;3;services;teacher;reputation;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
MS;M;18;U;LE3;T;2;3;health;teacher;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;12;14;16
GP;F;17;U;GT3;A;3;4;teacher;services;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;5;3;2;1;5;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;18
GP;F;17;U;LE3;T;3;2;services;at_home;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;2;services;teacher;reputation;mother;2;2;1;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;3;5;12;13;11
GP;F;17;U;LE3;T;3;3;services;teacher;reputation;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;5;16;17;18
GP;F;17;U;LE3;T;3;3;teacher;services;course;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;2;2;4;2;17;18;19
GP;F;17;U;LE3;T;3;2;services;at_home;home;father;1;2;1;no;yes;no;yes;no;yes;yes;no;4;2;4;2;3;4;5;8;9;10
GP;F;17;U;GT3;A;3;3;teacher;services;course;father;3;3;1;yes;yes;yes;no;no;yes;yes;yes;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;16;18;17
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;yes;5;3;2;1;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;18
GP;F;17;U;GT3;T;3;4;teacher;services;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;no;yes;yes;yes;no;4;3;4;2;2;5;5;12;13;12
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;3;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;4;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;no;yes;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;other;services;reputation;mother;1;2;1;yes;yes;no;yes;no;yes;yes;no;4;2;4;2;3;4;5;8;9;11
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;yes;no;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
MS;M;16;U;LE3;T;2;3;other;teacher;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;12;14;16
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;3;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;1;5;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;1;5;2;14;16;17
GP;F;17;U;LE3;T;2;3;at_home;services;reputation;father;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;4;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;1;5;1;18;19;19
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;4;services;at_home;reputation;mother;1;2;1;yes;yes;no;yes;no;yes;yes;no;4;4;4;2;3;4;2;14;15;16
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;16;18;17
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;yes;5;3;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
MS;F;16;U;LE3;T;3;2;services;at_home;home;mother;2;3;0;yes;yes;no;no;no;yes;yes;no;4;3;2;2;2;3;2;14;15;16
MS;M;18;R;GT3;A;2;3;other;teacher;reputation;father;2;2;1;yes;no;yes;no;no;no;yes;no;3;3;4;2;2;3;5;10;12;11
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;father;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;5;14;16;17
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;services;at_home;reputation;father;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;3;2;3;4;5;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;16;18;17
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;no;5;3;3;1;5;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;1;5;2;14;16;17
GP;F;17;U;GT3;T;3;2;teacher;services;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;4;12;13;11
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;1;3;1;yes;yes;yes;no;yes;yes;yes;no;4;3;2;2;2;4;4;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;course;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;A;3;2;services;at_home;reputation;father;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;3;2;3;4;2;9;10;11
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;16;18;17
GP;F;17;U;LE3;A;2;3;teacher;services;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;yes;3;2;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;18
GP;F;17;U;GT3;T;3;4;teacher;services;reputation;father;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;4;12;13;12
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;teacher;services;reputation;mother;2;2;1;yes;no;yes;yes;no;yes;yes;no;3;3;4;2;2;4;4;12;13;14
GP;F;17;U;GT3;T;3;2;services;at_home;reputation;mother;2;2;1;yes;no;no;yes;no;yes;yes;no;4;4;4;2;3;4;5;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;16;17;18
GP;F;17;U;GT3;A;3;3;services;teacher;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;5;3;3;1;3;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;3;2;14;16;18
GP;F;17;U;LE3;T;3;2;services;at_home;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;services;teacher;reputation;mother;2;4;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;5;1;18;19;19
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;15;17
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;2;services;at_home;reputation;mother;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;3;2;3;4;2;8;9;10
GP;F;17;U;LE3;T;2;3;services;teacher;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;A;2;3;teacher;services;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;other;teacher;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;16;18;17
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;1;5;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;yes;yes;yes;no;4;2;3;2;3;5;2;14;16;17
GP;F;17;U;LE3;T;3;2;services;teacher;reputation;mother;2;3;1;yes;no;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;16;17
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;5;1;18;19;18
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;4;14;16;17
GP;F;17;U;LE3;T;3;2;teacher;services;course;mother;2;2;1;yes;no;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;services;at_home;reputation;father;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;3;2;3;4;5;8;9;10
GP;F;17;U;LE3;T;2;3;services;teacher;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;teacher;services;home;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;16;18;17
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;1;5;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
GP;F;17;U;GT3;T;3;2;services;teacher;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;4;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;1;5;1;18;19;19
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;other;services;reputation;mother;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;4;4;2;3;4;4;9;10;11
GP;F;17;U;LE3;T;2;3;teacher;services;course;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;17
GP;F;17;U;GT3;T;2;3;other;teacher;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;16;18;17
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;yes;3;3;2;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;health;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
MS;F;16;U;GT3;T;3;4;teacher;services;reputation;mother;2;3;0;yes;yes;no;no;no;yes;yes;no;4;3;4;2;2;3;2;14;15;17
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;5;5;12;13;11
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;3;teacher;services;course;mother;2;2;1;yes;no;yes;yes;no;yes;yes;no;3;3;4;2;2;4;2;12;13;14
GP;F;17;U;LE3;T;3;2;services;at_home;home;mother;1;2;1;yes;no;no;yes;no;yes;yes;no;4;4;4;2;3;4;5;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;at_home;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;18;19;18
GP;F;17;U;LE3;A;2;3;services;teacher;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;5;3;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
GP;F;17;U;LE3;T;3;4;teacher;services;reputation;mother;2;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;course;mother;2;2;1;yes;no;yes;no;no;yes;yes;no;4;3;4;2;2;3;5;12;13;11
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;3;4;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;course;mother;2;4;0;yes;yes;yes;yes;no;yes;yes;no;5;3;3;2;2;5;2;16;17;18
GP;F;17;U;LE3;T;3;2;other;services;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;4;4;2;3;4;2;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
MS;M;16;U;LE3;T;2;3;other;teacher;home;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;12;14;16
GP;F;17;U;LE3;A;2;3;services;teacher;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;4;3;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
GP;F;17;U;GT3;T;3;4;teacher;services;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;5;1;12;13;14
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;5;16;17;18
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;yes;yes;no;yes;yes;no;5;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;A;3;2;services;at_home;home;father;1;2;1;yes;no;no;yes;no;yes;yes;no;4;4;3;2;3;4;4;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;12;15;16
GP;F;17;U;GT3;A;2;3;teacher;services;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;4;3;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;father;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;15;16
GP;F;17;U;GT3;T;3;4;teacher;services;reputation;mother;2;3;0;yes;yes;yes;yes;yes;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;5;1;18;19;19
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;5;16;17;18
GP;F;17;U;LE3;T;3;2;teacher;services;course;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;3;3;4;2;2;4;2;12;13;14
GP;F;17;U;GT3;T;3;2;services;at_home;reputation;mother;2;2;1;yes;no;yes;yes;no;yes;yes;no;4;4;3;2;3;4;4;8;9;10
GP;F;17;U;LE3;A;2;3;teacher;services;course;father;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;teacher;health;reputation;father;1;3;0;yes;yes;yes;yes;no;yes;yes;no;4;3;3;2;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;health;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;18;19;18
GP;F;17;U;LE3;A;3;3;teacher;services;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;5;3;3;3;3;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;3;2;14;16;18
GP;F;17;U;GT3;T;3;2;services;teacher;reputation;father;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;3;4;12;13;11
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;3;teacher;services;course;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;5;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;3;services;at_home;reputation;mother;2;2;1;yes;no;no;yes;no;yes;yes;no;4;4;4;2;3;4;2;9;10;11
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;3;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
MS;M;18;R;LE3;T;2;3;other;teacher;home;mother;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;4;3;4;2;3;4;6;12;15;16
GP;F;17;U;GT3;A;2;3;teacher;services;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;4;3;3;1;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;4;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;5;2;16;18;19
GP;F;17;U;LE3;T;3;2;services;teacher;reputation;mother;2;3;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;17
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;no;no;no;yes;yes;no;4;3;4;2;2;3;5;12;12;11
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;4;0;yes;yes;yes;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;GT3;T;3;2;services;teacher;reputation;mother;1;2;1;yes;yes;no;yes;no;yes;yes;no;4;4;3;2;3;4;3;14;15;16
GP;F;17;U;LE3;T;2;3;services;teacher;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;yes;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;teacher;health;reputation;father;2;3;0;yes;yes;yes;yes;no;yes;yes;no;4;3;3;2;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;health;teacher;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;6;18;19;19
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;3;1;yes;yes;no;yes;no;yes;yes;yes;5;3;3;1;5;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;2;0;yes;yes;no;yes;no;yes;yes;no;4;2;3;2;3;3;2;14;16;18
GP;F;17;U;LE3;T;3;2;teacher;at_home;reputation;mother;2;3;1;yes;no;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;4;2;2;5;1;12;14;16
GP;F;17;U;GT3;T;3;3;teacher;services;reputation;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;5;14;16;17
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;mother;2;2;1;yes;yes;yes;yes;no;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;other;services;reputation;mother;1;2;1;yes;no;no;yes;no;yes;yes;no;4;2;4;2;3;4;5;8;9;10
GP;F;17;U;LE3;T;2;3;teacher;services;course;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;services;teacher;reputation;mother;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;3;2;2;2;4;2;14;16;18
GP;F;17;U;GT3;T;2;3;teacher;services;reputation;mother;2;3;1;yes;yes;no;yes;no;yes;yes;yes;4;3;2;2;3;4;5;16;18;17
GP;F;17;U;LE3;A;3;3;teacher;services;reputation;father;2;3;1;yes;yes;yes;yes;no;yes;yes;yes;4;3;3;1;2;4;2;14;16;18
GP;F;17;U;LE3;T;2;3;teacher;services;reputation;father;2;2;0;yes;yes;yes;yes;no;yes;yes;no;4;2;3;2;3;5;2;14;16;17
MS;F;16;U;LE3;T;2;2;teacher;at_home;reputation;father;2;3;0;yes;no;no;yes;no;yes;yes;no;4;3;4;2;2;3;2;14;15;16
GP;F;17;U;LE3;T;3;3;services;teacher;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;3;4;2;2;5;5;12;13;12
GP;F;17;U;LE3;T;3;3;teacher;services;reputation;father;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;4;2;16;17;18
GP;F;17;U;LE3;T;3;2;teacher;services;reputation;mother;2;2;1;yes;yes;no;yes;no;yes;yes;no;4;3;3;2;2;4;2;12;13;14
GP;F;17;U;LE3;T;3;3;other;at_home;reputation;father;1;2;1;yes;no;yes;yes;no;yes;yes;no;4;2;4;2;3;4;2;14;15;16
GP;F;17;U;LE3;A;3;3;teacher;services;course;father;1;3;0;yes;yes;yes;no;no;yes;yes;yes;4;2;3;2;3;4;2;16;17;18
GP;F;17;U;LE3;T;2;3;teacher;other;reputation;father;1;3;0;yes;yes;no;yes;no;yes;yes;no;4;4;3;2;2;4;2;14;16;18
